id,ingredients,steps,ingredients_clean
resep-24984503,"['190 gram tepung terigu', '50 gram coklat bubuk', '1 sdt soda kue', '1/4 sdt BP', '1/2 sdt garam', '350 gram pisang, lumatkan (saya pisang marlin/kecil)', '150 gram gula pasir (jika ingin lebih manis bisa 170 gram)', '2 butir telur', '80 ml minyak sayur']","[{'text': 'Panaskan oven (saya pakai oven tangkring api sedang). Campur pisang+telur+gula+minyak sayur dgn whisker hingga rata.', 'images': []}, {'text': 'Campur bahan A aduk rata. Ayak bahan A dan masukkan ke bahan B. Aduk rata pakai whisker jangan lama2 adonan nanti jadi berat dan bantet.', 'images': []}, {'text': 'Tuang adonan ke loyang 20*20*4 yg sudah diberi olesan mentega+taburan terigu (alasi baking paper) atau ke muffin jg bisa. Beri toping keju parut atau chochocip atau almon slice. Panggang ke oven tangkring 50 menit api sedang atau tergantung oven masing2..', 'images': ['https://img-global.cpcdn.com/steps/24fa24e37c5eb5b4/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/a27cb06bf6095008/400x400cq80/photo.jpg']}, {'text': 'Saya potong jadi 40 biji. Jd bisa skali hap makan', 'images': ['https://img-global.cpcdn.com/steps/3c62b6525d8e763f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/a32e51ea3d77e090/400x400cq80/photo.jpg']}]","tepung terigu, coklat bubuk, soda kue, garam, pisang, gula pasir, telur, minyak sayur"
resep-24978620,"['75 gr Dcc', '25 gr Margarin', '20 ml minyak sayur', '1 butir Telur', '70 gr gula halus', '50 gr tepung terigu', '17 g cokelat bubuk', 'sesuai selera Toping']","[{'text': 'Dalam wadah tahan panas.. Masukkan bahan I yaitu dcc + margarin + minyak sayur', 'images': ['https://img-global.cpcdn.com/steps/22e2eb18eda2846f/400x400cq80/photo.jpg']}, {'text': 'Kemudian masak air hingga mendidih.. Kemudian kecilkan api kompor... Kemudian simpan coklat dcc + margarin + minyak diatas panci yg air nya sudah mendidih... Biarkan dcc dan margarin cair... Sesekali diaduk iah... Agar cepat cair... Kemudian setelah semua cair... biarkan agak hangat...', 'images': ['https://img-global.cpcdn.com/steps/3d9b5bae31b45fea/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6cbc14a4ac33f232/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/2cc94562b4c78b2a/400x400cq80/photo.jpg']}, {'text': ""Diwadah lain masukkan telur + gula halus (harus menggunakan gula halus iah supaya gula cepat larut & shiny'a keluar) kemudian mixer hingga gula larut dan sedikit berbusa...(bisa menggunakan whisk iah dalam mengocok'a... Saya menggunakan mixer agar lebih cepat gula'a larut)"", 'images': ['https://img-global.cpcdn.com/steps/076ba6888eebb6ac/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/afc5bc0c8c54e0c4/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/328e148564655841/400x400cq80/photo.jpg']}, {'text': 'Kemudian masukkan bahan I tadi yg sudah di cairkan dan sedikit agak hangat... Aduk dgn mixer dgn kecepatan rendah... Cukup mixer sebentar saja... Asal adonan tercampur saja...', 'images': ['https://img-global.cpcdn.com/steps/4a27e0d94636c3f1/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/2ec1eb8b8c671321/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/c3a96f141c807b46/400x400cq80/photo.jpg']}, {'text': 'Kemudian masukkan bahan III yaitu terigu + coklat bubuk... Mixer sebentar saja dgn kecepatan rendah... Mixer asal tercampur saja', 'images': ['https://img-global.cpcdn.com/steps/e63b5294b8066c9f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/2d96dd682bb0d2a9/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6b3f59640a1e552a/400x400cq80/photo.jpg']}, {'text': 'Lanjut aduk balik dengan spatula hingga adonan tercampur rata... Dalam step ini boleh diberi pasta black Forest/ tidak jg tidak apa2 atau Sesuai selera saja...', 'images': ['https://img-global.cpcdn.com/steps/f1057ed814a51c87/400x400cq80/photo.jpg']}, {'text': ""Olesi loyang & skat'a dengan Carlo... Dan untuk loyang'a di lapisi dgn kertas roti... Kemudian masukkan adonan kedalam loyang dan hentak2 kan"", 'images': ['https://img-global.cpcdn.com/steps/cbc90c9d33a79e90/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/72688eaa784b22d6/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/b587bcac33c66c36/400x400cq80/photo.jpg']}, {'text': ""Kemudian beri toping sesuai selera.. Kemudian setelah di beri toping selama 20 menit ( wajib di diamkan adonan'a agar shiny & crust'a keluar"", 'images': ['https://img-global.cpcdn.com/steps/cba5d7bb7d43fd76/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/1954cf43150840c0/400x400cq80/photo.jpg']}, {'text': 'Selagi menunggu adonan brownies di diamkan.. Kita panaskan oven dgn suhu 200°c api atas bawah selama 20 menit', 'images': ['https://img-global.cpcdn.com/steps/0ffacc774696e5c3/400x400cq80/photo.jpg']}, {'text': ""Setelah adonan brownies didiamkan & oven sudah di panaskan selama 20 menit... Kemudian masukan adonan brownies kedalam oven... Oven menggunakan api atas bawah selama 20 menit menggunakan suhu 200°c hingga shiny'a keluar... Setelah 15 menit shiny'a keluar dan adonan brownies mengembang... Turun kan suhu oven di suhu 150°c dan oven menggunakan api atas bawah hingga matang... Cek dengan tusuk adonan menggunakan lidi.. Jika adonan sudah tidak menempel di lidi tandanya adonan sudah matang dan angkat."", 'images': ['https://img-global.cpcdn.com/steps/a5cfa46a9f3f7297/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/4952b7a790283039/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/c3e36576ae440349/400x400cq80/photo.jpg']}, {'text': ""Dan hasilnya sangat cantik dan shiny'a keluar... Tips agar shiny'a keluar yaitu : 1.harus menggunakan gula halus... 2. Aduk adonan jgn over mix... 3. Diamkan adonan dahulu selama 20 menit sebelum masuk oven...4.oven menggunakan suhu tinggi... 5.memasukan dcc'a dalam adonan dalam keadaan agak sedikit hangat..."", 'images': ['https://img-global.cpcdn.com/steps/a9fe99ea01ce4d7c/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/0ae1696676999d12/400x400cq80/photo.jpg']}, {'text': 'Dan ini hasilnya enak bangett...', 'images': ['https://img-global.cpcdn.com/steps/a6279c0c941e40ce/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/22782cc0bca79d67/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/74e6343f21c3c6d1/400x400cq80/photo.jpg']}, {'text': 'Rasanya coklat banget...', 'images': ['https://img-global.cpcdn.com/steps/1ba9e337ba3c6839/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/740f1a4e4e2e1864/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/9240fdbca11c0989/400x400cq80/photo.jpg']}, {'text': ""Pokok'a wajib banget coba resep ini... Walaupun satu telur tapi rasanya mantapp banget dan shiny'a benar2 keluar..."", 'images': ['https://img-global.cpcdn.com/steps/fc7fcba8d650e1a6/400x400cq80/photo.jpg']}]","margarin, minyak sayur, telur, gula, tepung terigu, cokelat bubuk"
resep-24979431,"['3 butir telur', '90 gr gula (menurutku ini kemanisan jd yg ga suka manis,kurangin aja)', '80 gr tepung terigu', '2 sct pop ice stroberi', '1/2 sdt tbm', '1 sdt baking powder', '107 gr coklat batang stroberi (ini sisaan jd seadanya)', '100 gr mentega']","[{'text': 'Lelehkan coklat+mentega klo sudah tunggu biar adem dulu', 'images': []}, {'text': 'Campur gula,telur,tbm kocok sampai gulanya larut dan berbusa', 'images': []}, {'text': 'Masukan tepung,pop ice,baking powder, aduk sampai tercampur rata', 'images': []}, {'text': 'Tuang lelehan coklat,aduk sampai rata', 'images': []}, {'text': 'Masukan loyang yang sudah di oles mentega, kukus selama 45 menit dengan api sedang', 'images': []}, {'text': 'Bisa tes tusuk pake tusuk gigi atau tusuk sate,kalo di tusuk sudah tidak menempel berarti sudah matang,angkat,tunggu adem baru di potong,selamat mencoba', 'images': []}]","telur, gula, tepung terigu, sct pop ice stroberi, tbm, baking powder, coklat stroberi, mentega"
resep-24978336,"['60 g Dark chocolate', '80 g Margarin', '125 g Gula pasir', '3 butir Telur', '1/2 sdt sp', '65 g Tepung terigu', '20 g Cokelat bubuk', '1/4 sdt garam', '1/2 sdt Baking powder', '1/2 sdt vanili bubuk', '1 sdt pasta coklat', '1 sachet SKM coklat', 'sesuai selera butter cream', '2 sdm Meises coklat warna-warni', '8 buah Permen yupi']","[{'text': 'Lelehkan dark chocolate dan margarin bersama, aduk hingga tercampur rata dan hangat. Campur tepung terigu, garam, coklat bubuk dan baking powder.', 'images': ['https://img-global.cpcdn.com/steps/048aad33c841007f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/1348aad31179459c/400x400cq80/photo.jpg']}, {'text': 'Kocok telur dan gula hingga mengembang pucat, masukkan campuran tepung sambil di ayak, terakhir masukkan lelehan coklat,aduk balik pakai spatula.', 'images': ['https://img-global.cpcdn.com/steps/63cfa3cc3d1ff20e/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/5af1678ff5be4abd/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/d49d34fdb1d80ccd/400x400cq80/photo.jpg']}, {'text': 'Ambil sepertiga bagian dari adonan, campur kental manis coklat, aduk rata. Siapkan loyang, alasi baking paper dan oles margarin, tuang adonan 1/3 bagian lalu kukus 15 menit (kukusan di panaskan dulu sampai be uap bamyak).', 'images': ['https://img-global.cpcdn.com/steps/9b3eb0c844268d56/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/8efc6b011e937c06/400x400cq80/photo.jpg']}, {'text': 'Setelah layer pertama nge set, masukkan adonan yg di campur dengan kental manis, kukus 15 menit lalu terakhir tuang sisa adonan, kukus kembali hingga matang ±20 menit. Jangan lupa alasi tutup panci dengan serbet bersih agar uap tidak menetes.', 'images': ['https://img-global.cpcdn.com/steps/ac5cdca843e9e6de/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/689a33b80f6f8b2a/400x400cq80/photo.jpg']}, {'text': 'Setelah matang, tunggu dingin lalu beri butter cream, taburkan meises dan tata permen yupi di atasnya. Nyoklatt banget, enak,lembut walaupun ga begitu jelas layernya .', 'images': ['https://img-global.cpcdn.com/steps/7d4e814da4c2ae3e/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/0cf868a69a5546f0/400x400cq80/photo.jpg']}]","dark chocolate, margarin, gula pasir, telur, tepung terigu, cokelat bubuk, garam, baking powder, vanili bubuk, pasta coklat, skm coklat, butter cream, meises coklat warnawarni, permen yupi"
resep-24978370,"['170 gr dark cooking chocolate', '150 gr margarin Rose Brand', '50 gr butter', '4 butir telur', '240 gr gula pasir Rose Brand', '1/2 sdt vanili bubuk', '110 gr tepung terigu protein sedang', '50 gr cokelat bubuk', '50 gr cokelat cincang (saya ganti choco chips)', '4 gr kopi hitam instan (saya skip)', 'Sejumput garam', '100 gr keju cheddar parut', '40 gr margarin Rose Brand', '15 gr butter', '35 gr brown sugar (saya skip)', '35 gr gula pasir Rose Brand', '1/2 sdt vanili bubuk', '1 butir telur ukuran kecil', '80 gr tepung terigu protein rendah', '1/4 sdt soda kue', '55 gr choco chips', 'Sejumput garam']","[{'text': 'Buat bahan brownies, steam atau lelehkan dark cooking chocolate, margarin Rose Brand, dan butter. Kemudian biarkan hingga hangat.', 'images': ['https://img-global.cpcdn.com/steps/556ef00f570b887b/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/a8f6d78697a9c2e1/400x400cq80/photo.jpg']}, {'text': 'Campurkan gula pasir Rose Brand, dan telur, aduk rata hingga gula larut. Kemudian masukkan bahan cokelat. Aduk rata.', 'images': ['https://img-global.cpcdn.com/steps/2d4b705f68ee9be3/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/69657ddc668687ec/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6797a793cb0db9f7/400x400cq80/photo.jpg']}, {'text': 'Campurkan jadi satu tepung terigu, cokelat bubuk, garam, dan vanili bubuk. Kemudian masukkan ke dalam adonan basah, aduk rata.', 'images': ['https://img-global.cpcdn.com/steps/feb6f21baef7d1d0/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/a2031b747b183892/400x400cq80/photo.jpg']}, {'text': 'Kemudian masukkan choco chips, aduk rata. Siapkan loyang, olesi tipis dengan margarin Rose Brand, lalu alasi dengan baking paper.', 'images': ['https://img-global.cpcdn.com/steps/5bf6d0e491980a2a/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/900d43e1cdeca3ca/400x400cq80/photo.jpg']}, {'text': 'Kemudian tuangkan adonan brownies, beri keju parut. Lalu simpan di kulkas sambil menunggu membuat adonan cookies. Kemudian panaskan oven selama 15 menit.', 'images': ['https://img-global.cpcdn.com/steps/d4f0646e2534016f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6bb6d9c9b5cb9dc8/400x400cq80/photo.jpg']}, {'text': 'Buat adonan cookies. Campurkan margarin Rose Brand, butter, dan gula pasir Rose Brand, aduk rata hingga terlihat lembut.', 'images': ['https://img-global.cpcdn.com/steps/ec73dad100c45d5f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/68fec79b4122718f/400x400cq80/photo.jpg']}, {'text': 'Kemudian masukkan telur, aduk rata. Kemudian masukkan tepung terigu, vanili bubuk, garam, dan soda kue, aduk rata.', 'images': ['https://img-global.cpcdn.com/steps/44bb854177900c5f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/2cc08bc993541e78/400x400cq80/photo.jpg']}, {'text': 'Masukkan Choco Chips, aduk rata. Keluarkan loyang brownies dari kulkas, letakkan adonan cookies menggunakan sendok di atas adonan brownies.', 'images': ['https://img-global.cpcdn.com/steps/d78ff5f684f28e53/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6d33d91242372fcb/400x400cq80/photo.jpg']}, {'text': 'Panggang dengan suhu 170 derajat Celcius selama 40 menit atau hingga matang dan permukaan brownies kering. Sesuaikan dengan oven masing-masing. Setelah matang, angkat dari loyang beserta baking paper nya. Kemudian biarkan hingga dingin, lalu potong-potong sesuai selera. Sajikan.', 'images': ['https://img-global.cpcdn.com/steps/9e9f62098dffda5c/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/db319bc8ef1fb9c3/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/23337d7382fad325/400x400cq80/photo.jpg']}]","dark cooking chocolate, margarin rose brand, butter, telur, gula pasir rose brand, vanili bubuk, tepung terigu protein seg, cokelat bubuk, cokelat cincang, kopi hitam, garam, keju cheddar, margarin rose brand, butter, brown sugar, gula pasir rose brand, vanili bubuk, telur, tepung terigu protein rendah, soda kue, choco chips, garam"
resep-24975685,"['130 gr susu cair', '40 gr butter', '125 gr krim keju (sy pakai keju oles)', '30 gr terigu pro rendah', '15 gr maizena', '3 kuning telur', '1 sdt parutan kulit lemon (sy skip)', '1 sdt vanilla ekstrak', '3 putih telur', '80 gr gula halus', 'Secukupnya air jeruk nipis']","[{'text': 'Tim susu, butter dan keju oles, aduk dengan wishk hingga larut merata', 'images': ['https://img-global.cpcdn.com/steps/b58ac7660695e1ab/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/989e04b3eab0fbf1/400x400cq80/photo.jpg']}, {'text': 'Setelah larut, biarkan suhunya turun. Kemudian masukan terigu dan maizena, aduk rata. Disusul kuning telur dan vanilla ekstrak. Aduk rata, sisihkan.', 'images': ['https://img-global.cpcdn.com/steps/f1c34684f18a8555/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/1154daccd5255e08/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/19b82425a8407e61/400x400cq80/photo.jpg']}, {'text': 'Dalam bowl mikser putih telur, saat mulai berbusa beri kucuran air jeruk nipis, kemudian masukkan gula halus bertahap, jangan sekali masuk. Mikser hingga soft peak. Lalu ambil adonan putih telur, masukan dalam adonan keju, aduk balik dengan spatula hingga rata.', 'images': ['https://img-global.cpcdn.com/steps/f8fa94212557b89d/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/ec8e9c5e728d2856/400x400cq80/photo.jpg']}, {'text': 'Ambil 5 sendok sayur adonan, beri pewarna merah tua secukupnya. Tuang adonan putih dalam loyang bulat 18cm, yg sudah dialasi baking paper sisi dan alasnya.', 'images': ['https://img-global.cpcdn.com/steps/b648bfa7d6e1ad28/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/08606434ad7b3887/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/05015eaf215af51c/400x400cq80/photo.jpg']}, {'text': 'Panaskan oven sebelum adonan masuk. Siapkan loyang dasar dan beri air. Letakkan loyang berisi adonan di atasnya. Panggang suhu 130°C api bawah 30 menit. Lanjut suhu 135°C api atas bawah 35 menit. Setelah matang, keluarkan dr oven, dinginkan hingga adonan nampak berjarak lengan loyang, balikan kue diatas cooling rack, dinginkan.', 'images': ['https://img-global.cpcdn.com/steps/2b0ec530b8c68d7d/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/9839116ce48836eb/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/21309078bd39cdf3/400x400cq80/photo.jpg']}]","susu cair, butter, krim keju, terigu, maizena, kuning telur, parutan kulit lemon, vanilla ekstrak, putih telur, gula, air jeruk nipis"
resep-24971161,"['200 gr cream cheese', '200 ml fresh cream', '2 butir telur', '60 gr gula pasir', '3 sdm tepung terigu', '2 sdm air lemon', 'Dasar Kue Opsional', '60 gr biskuit ritz / dll', '30 gr butter']","[{'text': 'Dasar kue: lelehkan butter, hancurkan biskuit', 'images': []}, {'text': 'Aduk butter dan biskuit tadi, ratakan dicetakan hingga rata', 'images': []}, {'text': 'Masukan semua bahan kedalam blender', 'images': []}, {'text': 'Blender semua bahan hingga rata', 'images': []}, {'text': 'Tuang kedalam loyang , lalu panggang dg suhu 180 derjat', 'images': []}, {'text': 'Selama 45 menit, setelah dingin masukan kekulkas', 'images': []}, {'text': 'Siap untuk disajikan', 'images': []}]","cream cheese, fresh cream, telur, gula pasir, tepung terigu, air lemon, dasar kue, biskuit ritz, butter"
resep-24953861,"['450 gr cream cheese (anchor)', '120 gr gula', '3 butir telur', '1 sdt vanilla paste (good vanilla)', '2 sdt lemon juice', '20 gr tepung maizena', '270 gr dairy whipping cream (greenfields)']","[{'text': 'Siapkan bahan-bahannya. Maapin bahan lainnya nggak masuk frame utk gula aku blender sebentar supaya butirannya lebih halus.', 'images': ['https://img-global.cpcdn.com/steps/934cde8cef9c27ad/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/d052376addd1c5b9/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/6f97e2a29719c04b/400x400cq80/photo.jpg']}, {'text': 'Masukkan cream cheese dan gula ke dalam wadah. Mixer sampai adonan lembut, kalo nggak ada mixer boleh pake whisk. note : gunakan cream yg sudah dalam suhu ruang supaya mudah saat diblend.', 'images': ['https://img-global.cpcdn.com/steps/d271842da5a46a65/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/b14691962ade74e9/400x400cq80/photo.jpg']}, {'text': 'Masukkan telur satu per satu sambil di mixer sampai tercampur rata.', 'images': ['https://img-global.cpcdn.com/steps/50fc716e86548434/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/4887201a5e8a8f7b/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/e0fd0774b35a6b71/400x400cq80/photo.jpg']}, {'text': 'Masukkan maizena, vanilla dan lemon juice. Aduk lagi sampai rata.', 'images': ['https://img-global.cpcdn.com/steps/dc623cd04b71cec8/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/36c8d3a5644fe8f0/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/a56bfd6f6538ec1d/400x400cq80/photo.jpg']}, {'text': 'Last step, masukkan whipping cream dan aduk rata pake spatula.', 'images': ['https://img-global.cpcdn.com/steps/d0a396f97bbba81f/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/2e6c76b7b9df7fe2/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/217fd29723cece22/400x400cq80/photo.jpg']}, {'text': 'Tekturnya seperti ini yah ', 'images': []}, {'text': 'Panaskan oven di suhu 200\'C. Tuang adonan ke loyang, aku pake 2 loyang bulet agak kecilan. Masukkan ke dalam Oven dan panggang cheese cake sekitar 20 - 30 menit, gunakan api atas bawah, sesuaikan oven masing-masing. Kalo udah matang, bagian atasnya berwarna coklat banget ""burnt"" keluarin dari oven, biarin dingin.', 'images': ['https://img-global.cpcdn.com/steps/10a1cda1fbb5c7d5/400x400cq80/photo.jpg']}, {'text': 'Sebelum disajikan, masukkan di kulkas sebentar sekitar 1 - 2 jam supaya makin enak. Rasanya memang nggak terlalu manis yah, sesuai seleraku. Kalo suka manis tambah aja takaran gulanya.', 'images': ['https://img-global.cpcdn.com/steps/0c19aff1b21a4c63/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/76d3ac8f45526a1b/400x400cq80/photo.jpg']}, {'text': ""Allahumma baarik. Sesuai namanya Burnt Basque Cheesecake tampilannya emang gosong But, don't look down 'cause the taste is amazing"", 'images': ['https://img-global.cpcdn.com/steps/0b7b089ddcbd3c81/400x400cq80/photo.jpg']}]","cream cheese anchor, gula, telur, vanilla paste good vanilla, lemon juice, tepung maizena, dairy whipping cream greenfields"
resep-24967016,"['1 Bks Oreo redvelvet', '60 gr keju parut', '450 ml susu', 'Secukupnya larutan maizena']","[{'text': 'Siapkan bahan bahan', 'images': ['https://img-global.cpcdn.com/steps/64dc2cbad64c1c9e/400x400cq80/photo.jpg']}, {'text': 'Letakkan didalam panci, krim Oreo, keju parut dan susu masak hingga mendidih dg api kecil sambil sesekali di aduk', 'images': ['https://img-global.cpcdn.com/steps/1734f9ab00496ee4/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/29b4105524d82109/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/36ea0fa6b131c9ae/400x400cq80/photo.jpg']}, {'text': 'Ketika sudah mengental, masukkan larutan maizena aduk lagi perlahan masak hingga mbluk mbluk', 'images': ['https://img-global.cpcdn.com/steps/a0c086f1523e831a/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/cbce7724dea5da4d/400x400cq80/photo.jpg']}, {'text': 'Hancurkan kepingan Oreo hingga halus', 'images': ['https://img-global.cpcdn.com/steps/fe66f8d460061745/400x400cq80/photo.jpg']}, {'text': 'Jika uap panas vlakeju sdh hilang, masukkan ke dalam wadah lalu timpa dg bubuk oreo timpa lagi dg vla keju dan beri topping potongan Oreo diatasnya. Cheesecake Redvelvet ala kemerdekaan siap dimakan dg keadaan dingin lebih mantul', 'images': ['https://img-global.cpcdn.com/steps/c95fbb4c9e861158/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/b33eec0584bd6dc7/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/37880c20e4c19246/400x400cq80/photo.jpg']}]","oreo redvelvet, keju, susu, larutan maizena"
resep-24259173,"['2 bungkus Prochiz spread', '2 butir telur ayam', '3 sdm tepung tapioka', '5 sdm gula pasir, haluskan', '80 ml yoghurt Cimory squeeze original', 'Sejumput vanilla powder (me: L&#39;arome)', '200 gr strawberry segar', '2 sdm gula pasir / sesuai selera']","[{'text': 'Siapkan bahan. Bisa menggunakan gula pasir kasar, gula pasir yg diblender, atau gula halus.', 'images': ['https://img-global.cpcdn.com/steps/58dc3989ad58a831/400x400cq80/photo.jpg']}, {'text': 'Masukkan keju spread, gula halus, telur, vanilla, dan yoghurt. Aduk hingga tercampur rata & teksturnya halus', 'images': []}, {'text': 'Terakhir masukkan tapioka. Aduk kembali hingga tercampur rata & tidak bergerindil.', 'images': ['https://img-global.cpcdn.com/steps/cf0891ff632f3c4e/400x400cq80/photo.jpg']}, {'text': 'Siapkan loyang yg sudah dilapisi dengan baking paper / kertas roti. Tuang adonan hingga habis', 'images': ['https://img-global.cpcdn.com/steps/cad7686b6b4aca3a/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/fa61e993ca6c47a6/400x400cq80/photo.jpg']}, {'text': 'Masukkan loyang ke dalam airfryer. Panggang menggunakan suhu 200°C selama 20 menit. Hasil akhir atasnya akan gosong2 cantik. Simpan di dalam chiller minimal 3 jam supaya set', 'images': ['https://img-global.cpcdn.com/steps/4647594da902c173/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/4b2f865154b2192a/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/f680adf640bd28db/400x400cq80/photo.jpg']}, {'text': 'Kita buat saus stawberrynya dulu ya Cuci bersih strawberry, buang tangkai & daunnya. Masukkan ke dalam pan bersama dengan gula pasir. Masak menggunakan api kecil sambil ditekan2 supaya strawberry hancur. Masak hingga saus mengental, aduk2 terus supaya tidak gosong. Angkat & matikan api', 'images': ['https://img-global.cpcdn.com/steps/4a76f4121f203574/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/21e586bdf78be1a0/400x400cq80/photo.jpg', 'https://img-global.cpcdn.com/steps/d2f4ad2bb9bc3c8d/400x400cq80/photo.jpg']}, {'text': 'Keluarkan cheese cake dari loyang, potong2 sesuai selera Tata cheese cake di atas piring saji, lalu beri saus strawberry di atasnya. Hias dengan potongan buah stawberry segar. Burnt basque strawberry cheese cake siap disajikan. Selamat mencoba', 'images': ['https://img-global.cpcdn.com/steps/0a32a680bb7ec156/400x400cq80/photo.jpg']}]","prochiz spread, telur ayam, tepung tapioka, gula pasir, yoghurt cimory squeeze original, vanilla powder &#;arome, strawberry segar, gula pasir"
resep-24984553,"['1 buah paha ayam ukuran besar', '1 butir telur bebek', '1 siung bawang putih ukuran besar (cincang)', '1 SDM tepung tapioka', '1 genggam macaroni (rendam air panas hingga empuk)', '1 sdt garam', '1/4 sdt kaldu jamur', '1/4 sdt gula', '1/4 sdt merica bubuk', 'Sedikit saos tiram', '1/2 buah wortel paru', 'Sedikit daun bawang (iris)', 'Sedikit jamur kuping (cincang)', '15 lembar kulit lumpia', '15 lembar daun pisang kotak kotak']","[{'text': 'Chopper semua bahan dan bumbu hingga halus, kecuali wortel, jamur kuping, macaroni dan daun bawang. Koreksi rasa.', 'images': []}, {'text': 'Setelah halus masukkan wortel parut, jamur kuping, macaroni dan daun bawang, Chopper hingga rata', 'images': []}, {'text': 'Gulung 1 sdt adonan ke kulit lumpia, gulung lagi dengan bungkus daun pisang', 'images': []}, {'text': 'Kukus 30 menit. Sajikan (dapat disajikan hanya dengan dikukus atau digoreng lagi agar krispi)', 'images': []}]","paha ayam, telur bebek, bawang putih cincang, tepung tapioka, macaroni, garam, kaldu jamur, gula, merica bubuk, saos tiram, wortel paru, daun bawang iris, jamur kuping cincang, kulit lumpia, daun pisang"
