id,category,title,ingredients
resep-24956283,sayur asem,Sayur Asam Ikan Lele Kutai,"['400 gr Ikan Lele', '5 lbr Kubis', '2 lbr Daun Salam', '2 btg Serai geprek', '1/2 sdt Kunyit Bubuk', '10 Cabe Rawit Merah', '1 sdt Asam Jawa', 'secukupnya Air bersih', 'secukupnya Gula, Garam, penyedap rasa', '2 sdm Minyak Goreng', '5 btr Bawang Merah', '4 Siung Bawang Putih', '3 bh Belimbing Wuluh', '1 bh Tomat Merah']"
resep-24191898,masakan jawa,Sayur Bobor Daun Adas khas Salatiga Masakan dari sayuran sehat anti kangker dll,"['1 ikat sedang daun adas (2 ons)', '150 gr tempe semangit (sudah 3 harian)', '750 ml santan', '3 potong ikan asap (bisa diskip)', '5 siung bawang merah', '5 siung bawang putih', '2 buah kemiri, sangrai', '1 sdt ketumbar, sangrai', '5 buah cabe merah (disesuaikan selera)', 'Garam, gula pasir, daun salam, lengkuas, daun jeruk (takaran sesuaikan)']"
resep-22572358,masakan jawa,Pindang Serani Masakan Khas Jepara,"['1 kg ikan cukil/ kakap putih (ikan segar)', '5 siung bawang merah', '4 siung bawang putih', '1 ruas kunyit', '1/2 sdt garam', '1 sdt kaldu bubuk', '1/2 sdm gula', '1/2 sdt micin', '5 siung bawang merah', '4 siung bawang putih', '2 buah tomat', '5 buah blimbing wuluh', '3 buah cabai merah', '1 ruas lengkuas geprek', '1 batang serai geprek', '2 lembar daun salam', '4 lembar daun jeruk', '10 buah cabai rawit', '1 liter air']"
resep-17312545,masakan jawa,Becek Ayam Becek Pepaya Muda tempe bosok Masakan Khas Tuban Jawa Timur,['Sesuai resep yang saya lampirkan']
resep-17278124,masakan jawa,TONGSENG Grubyukan Modifikasi Seru Masakan,"['Sisa kuah lodeh ikan Lais asap ==&gt; lihat resep lodeh ikan lais asap', '1 bungkus sate kambing &amp; sate ayam', 'Secukupnya daging paru rebus ==&gt; sy potong menyesuaikan besarnya daging sate ==&gt; tambahan optional (kebetulan ada stock paru rebus )', 'Kol secukupnya ==&gt; rajang', '1 bh Tomat ==&gt; rajang', '3 bh Bawang Merah ==&gt; rajang', '2 bh Bawang Putih ==&gt; rajang', '5 bh cabai rawit pedas utuh ==&gt; atau sesuai selera pedasnya', '3 bh cabai merah keriting ==&gt; rajang ==&gt; atau sesuai selera pedas banyaknya', '1/2 sdt pala bubuk', '1/2 sdt merica bubuk', '1/2 sdt ketumbar halus', 'Kecap manis ==&gt;&gt; secukupnya sesuai selera manisnya']"
resep-17251249,masakan jawa,Sambal masakan Kuah Soto bakso sop opor dkk nya,"['2 siung bawang putih (me : 1 siung besar)', '5 siung bawang merah (me: 4 siung)', '4 buah cabe rawit', '5 buah cabe merah keriting', '1/2 butir tomat', 'Secukupnya gula,garam dan air']"
resep-24983427,masakan sunda,Seblak Aci Karakter,"['150 gr tepung terigu', '1/4 sdt garam', '1/2 sdt penyedap rasa', '1/4 sdt lada', '100 gr tepung tapioka', '85 ml - 100 ml + pewarna']"
resep-24965189,masakan sunda,Gepuk Daging Sapi Basah,"['1/2 kilo daging sapi', 'Secukupnya air', 'Secukupnya daun salam', 'Secukupnya sereh', '1 bulat gula merah', 'Secukupnya garam', '2 sdt mancung gula putih', '1/2 sdt kaldu sapi', 'Secukupnya asam jawa', '1 bungkus santan instant', '3 Kemiri(sangrai biar wangi)', '3 jari lengkuas', '5 siung Bawang putih', '7 siung Bawang merah', '1 sdt ketuncar']"
resep-24979989,masakan sunda,Bekal Nasi Liwet,"['3 cup beras', '1 genggam teri medan kering. Cuci bersih, goreng hingga matang, sisihkan', '1 santan kara ukuran 65 ml + 1 gelas air', '5 butir bawang merah, iris2 tipis', '4 siung bawang putih, iris2 tipis', '1 buah cabe merah besar, iris2', '2 lembar daun salam', '2 serai, geprek', '1 sdt cabe bubuk supaya warnanya cantik (boleh skip)', 'secukupnya Garam', '1 sdt gula merah cincang (agar hasil lbh gurih)']"
resep-24809470,masakan sunda,Sate Maranggi Goreng,"['500 gr daging sapi, potong satu gigitan', '1 sdm air jeruk nipis', '3/4 sdt garam halus', '4 siung bawang putih, haluskan', '14 siung bawang merah, haluskan', '1 sdm ketumbar bubuk', '1/2 sdt lada bubuk', '3 cm jahe, haluskan', '5 cm lengkuas, haluskan', '5 sdm air asam jawa', '1,5 sdt garam halus', '1,5 sdt kaldu sapi bubuk', '4 sdm kecap manis (masukan saat menumis)', '1 buah tomat, potong dadu', '3-4 siung bawang merah iris', '5-10 cabe rawit, iris2', '1/2 sdt kaldu bubuk', '1 buah air jeruk limau']"
resep-24902442,masakan sunda,Sate Maranggi Oseng,"['1000 gr Daging Sapi Berlemak (aku pakai Rib Eye)', '1 sdt Baking Soda + Air (30 menit &amp; Bilas dengan Air)', 'Secukupnya margarin', '20 Bawang Merah', '5 Bawang Putih', '2 cm Jahe', '5 cm Lengkuas', '2 sdm Ketumbar', '2 sdt Garam', '2 sdt Penyedap', '40 gr Gula Merah', '25 gr Asam Jawa + 75 ml Air (Haluskan &amp; Tumis sampai benar-benar Matang)', 'sdm Kecap Manis (Masukkan setelah Bumbu Matang)', '6 bh Bawang Merah, iris', '6 bh Cabai Rawit Merah, iris', '1 bh Tomat Merah, potong kotak2', '1 bh Jeruk Limau', '8 sdm Kecap Manis']"
resep-24968231,masakan padang,Ayam Pop Kids Friendly ala masakan padang,"['2 paha ayam', '500 ml air kelapa', '250 ml santan', 'Secukupnya garam', '4 lembar daun jeruk', '3 lembar daun salam', '2 batang serai (Di Geprek)', '5 siung bawang putih', '2 butir kemiri', '1 ruas jahe']"
resep-24954120,masakan padang,Sambal Balado Ayam masakan Padang,"['1 kg daging ayam (potong 6 atau sesuai selera)', '4 siung bawang putih', '1 sdt ketumbar', 'secukupnya garam', '12 buah Cabai keriting', '6 buah Cabai rawit', 'secukupnya garam', '6 buah bawang merah, rajang', 'Selada untuk hiasan/lalapan', '1,5-2 sdm minyak goreng', '4 gelas air utk rebus ayam']"
resep-24760593,masakan padang,Gulai Pisang Telur Masakan Jadul Yang Endul,"['1 sisir Pisang tanduk dipotong serong memanjang', '5 butir Telurnya rebus', '1 bungkus Santan Kara', 'secukupnya Bumbu gulai beli di pajak/pasar', '6 buah Cabai merah belah 2', 'secukupnya Ebi goreng', 'secukupnya Air bersih', 'secukupnya Garam', 'secukupnya Gula', 'secukupnya Kaldu ayam bubuk', 'secukupnya Lada bubuk', 'secukupnya Minyak goreng']"
resep-24558051,masakan padang,Gulai Tunjang Masakan Minang,"['1/2 kg tunjang', '1/4 kg rebung', '1,5 Liter santan', '4 sdt pemasak kambing', '60 gram cabe giling', '5 siung bawang putih', '8 siung bawang merah', '1 cm jahe', '1 cm lengkuas', '1 cm kunyit', '1 batang sere', '1 lembar daun kunyit', '3 lembar daun jeruk', '1 lembar daun salam']"
resep-23961675,masakan padang,Ambu Ambu Kelapa Oseng Untuk Rendang Masakan Padang,['500 gr kelapa parut']
resep-17266709,masakan bali,Ikan Kembung Me Nyat Nyat masakan Bali,"['4 ekor ikan kembung, cuci bersih', '100-125 gr Bumbu basegenep', '1 sdt garam', '1/2 sdt pada hitam', '25 gr Asam Jawa (larutkan dengan sedikit air)', '100-125 gr Bumbu base genep', '1 batang sereh', '10 gr kencur (parit ambil airnya)', '3 lebar daun jeruk', '5 lembar daun salam', '20-25 gr gula Jawa (sesuai selera)', '500 ml air untuk merebus bumbu', 'secukupnya Garam']"
resep-17257686,masakan bali,Base Genep Autentik Bumbu Dasar Masakan Bali,"['1 kg lengkuas', '500 gr kencur', '250 gr kunyit', '125 gr jahe', '100 gr Bawang Merah', '100 gr Bawang Putih', '20 gr ketumbar', '20 gr jinten', '20 gr biji pala', '20 gr lada hitam (bisa di kurangi bila tak suka pedas)', '5-20 gr cengkeh', '20 gr kemiri', '5 batang Serai', '5 lembar daun salam', '5 lembar daun jeruk', 'sesuai selera Bisa di tambah cabai,', '300 ml minyak kelapa (untuk menumis)', '2 sdm garam']"
resep-17065143,masakan bali,Suir ayam sambal matah masakan Bali,"['1/4 kg ayam', 'iris Bumbu', '6 siung bawang merah', '10 buah cabe kecil merah', '1/2 peras jeruk lemo', 'Secukupnya garam, penyedap rasa, gula dan minyak panas, dan terasi']"
resep-16984053,masakan bali,Jukut Komak Kacang Kara Masakan Khas Buleleng,"['1 kilogram komak / kacang kara yang serat pinggirnya sudah dikupas', '1 batang sereh', '2 lembar daun salam', 'Sejumput buah asam', 'Sesuai selera garam', 'Secukupnya air untuk kuah (saya banyakin kuahnya karena kuahnya enak)', 'Bumbu dihaluskan :', '8 buah bawang merah', '5 buah bawang putih', '7 buah cabe merah kecil', '2 buah cabe merah besar (optional)', '1 ruas kunyit', '1 keping terasi kemasan kecil']"
resep-16899918,masakan bali,Jukut gonde sayur gonde masakan khas Bali,"['1 ikat gonde', 'Bumbu sambal bawang goreng', '3 siung bawang putih', '5 siung bawang merah (saya pakek yg ukuran kecil)', '6 buah cabe merah kecil', 'Secukupnya terasi, gula pasir, dan garam']"
resep-24080783,masakan banjar,Bistik Ayam masakan khas Banjar,"['1/2 ekor ayam, 3 telur ayam', 'Bahan bahan :', '2 buah wortel, 2 buah kentang, daun bawang, daun seledri', 'Bawang merah', 'Bawang putih', '3 kemiri', 'Jahe', 'Bumbu sop (tinggal cengkeh, kayu manis, bunga sisir)', 'Garam', 'Gula merah', 'Kicap manis', 'Lada bubuk', 'Kaldu ayam bubuk', 'Kayu manis, bunga sisir, cengkeh']"
resep-16208413,masakan banjar,Bumbu Dasar Masak Tuha Masakan Banjar,"['5 buah lombok kering, rendam dan rebus', '10 siung bawang merah', '7 siung bawang putih', '2 cm jahe', '2 cm kencur', '2 cm kunyit', '2 cm laos', '1 buah serai', '4 sdm rabuk kelapa', '1/4 bungkus bumbu karih (Arabia)', '1/2 sdt jinten, sangrai', '1/2 sdt adas manis, sangrai', '1/2 sdt terasi', 'Gula merah', 'Garam']"
resep-16191432,masakan banjar,Haliling kuah santan pedas masakan banjar,"['Haliling yg sdh dibersihkan dan dipotong bagian ekornya', '5 siung bawang merah', '2 siung bawang putih', 'Jahe, kunyit, dan kencur (sedikit aja, jangan kebanyakan)', '2 batang sereh dan sedikit laos (di geprak), 3-4 lbr daun jeruk', '150-200 ml Santan kental']"
resep-15544704,masakan banjar,Telur Ayam Masak Habang masakan khas kalsel,"[' BAHAN BAHAN:', '7 butir telur', '3 buah Ayam', '1 buah cabe merah besar iris2 serong', '3 buah cabe rawit', '3 lembar daun jeruk', '1 lembar daun salam', '1 lonjor sereh digeprek', '1 ruas jari lengkuas', '1 ruas jari jahe', '1.5 sdm bumbu dasar merah,resep klik disini', '1 sdt gula pasir', '1/4 sdt garam', '1/2 sdt bubuk kaldu', '1 sdt bubuk cabe', '1 sdm saus tomat']"
resep-13578084,masakan banjar,Garih batanak masakan santan ikan asin khas banjar,"['1 kepala/buntut ikan asin jambal roti(boleh juga full daging)', '3 butir telur bebek(boleh telur ayam)', '4 siung bawang merah', '2 siung bawang putih', '1 buah tomat', '2 cabe merah', '1 cabe hijau', '5 cabe rawit', '1 ruas lengkuas', '1 serai', '1/2 sdm garam', '1/2 sdm gula', '500-650 ml santan sedang']"
resep-24629651,masakan manado,Woku Ikan Kembung Masakan Rumah Rasa Manado,"['3 ekor ikan kembung banjar', '1 sdt garam (atau sesuai selera)', '1/2 sdt penyedap rasa kaldu (ayam, sapi, jamur, etc)', '150 ml air', '1/2 buah lemon atau 1 buah jeruk nipis, ambil air perasannya', '1 sdt garam', '10 siung bawang merah', '5 siung bawang putih', '10 buah cabai rawit merah (sesuaikan tingkat kepedasan masing-masing)', '5 buah cabai merah keriting', '3 cm kunyit', '2 cm jahe', '2 buah tomat, potong kecil-kecil', '2 batang serai, geprek', '5 lembar daun jeruk, buang tulang daunnya', '1 lembar daun kunyit', '2 lembar daun pandan, simpulkan']"
resep-23903252,masakan manado,Ikan goreng Sous masakan Manado,"['3 ekor ikan (jenis apapun)', '5 siung bawang merah', 'secukupnya jahe, jgn banyak2', '5 buah Tomat', '1 genggam cabe rawit ato sesuai selera', '2 siung bawang putih(kalo suka,kalo nggk suka nggk perlu)', 'secukupnya minyak kelapa untuk mengoreng', 'sesuai selera garam', 'sesuai selera penyedap rasa', 'secukupnya kecap (kalo suka pake)', 'secukupnya Lemon atau bisa pake cuka', 'secukupnya air']"
resep-14768379,masakan manado,Bebek Peking Bumbu RW Laos Masakan Manado,"['1 ekor bebek peking', '4 lembar daun jeruk', 'secukupnya Kemangi', '2 batang daun bawang potong-potong', 'secukupnya Minyak zaitun', '2 1/2 sdt garam', '1 sdt gula pasir', '1 lembar daun pandan', 'secukupnya Air matang', 'Bumbu haluskan :', '10 siung bawang merah', '3 siung bawang putih', '2 batang serai ambil bagian putihnya', 'Laos agak banyak (kurleb 50 gram)', 'Sejempol jahe', '6 cabe kriting merah', '15 cabe rawit']"
resep-14877684,masakan manado,Ayam Kecap masakan Manado,"['1 Ekor Ayam daging', '4 sachet Kecap manis/ sesuai selera', '10 siung bawang merah', '3 siung bawang putih', '1 Ruas jahe (sebesar jempo)', '10 buah cabe rawit /sesuai selera', '1 buah tomat', '1 Sachet ladaku', '1 sachet masako dan penyedap rasa', '1/2 kg minyak goreng']"
resep-13679438,masakan manado,Ayam Woku Kemangi Masakan Manado,"['400 gram fillet dada ayam, potong dadu', '3 lembar daun jeruk purut', '1 sendok makan air perasan jeruk nipis', '1 batang daun bawang, iris serong tipis', '2 buah cabe hijau besar iris serong', '1 batang sereh, ambil bagian putihnya dan geprek', '4 sendok makan minyak sayur untuk tumis bumbu halus', '1 genggam daun kemangi yang sudah dipotek potekin dari batangnya', '5 buah cabe merah kecil', 'secukupnya Garam dan lada', 'Gula sedikit saja, jika perlu penyeimbang rasa', '4 siung bawang putih', '4 siung bawang merah', '1 ruas jari kunyit', '1 ruas jari jahe', '1 ruang jari lengkuas', '2 butir kemiri']"
resep-24983560,minuman es,Es Kweni Selasih,"['2 buah kweni', '1 sachet nutrisari sweet mango', '5 sdm nata de coco', '3 sdm gula pasir premium ROSE BRAND', '1 sdm selasih, rendam air panas', 'secukupnya Es batu']"
resep-24983404,minuman es,Es Kopi Susu Coklat,"['2 sdt kopi hitam + 1 sdm gula (larutkan dengan 100 ml air)', '80 ml susu UHT full cream', '2 sdm coklat bubuk (larutkan dengan 100 ml air)', 'Secukupnya es batu']"
resep-24980486,minuman es,Es Kopi Susu Kayu manis,"['1 sachet kopi instan', '200 ml susu ultra plain', 'sesuai selera Gula', 'secukupnya Es batu', '1 batang kayu manis']"
resep-24978351,minuman es,Puding Es Doger,"['2 butir kuning telur', '50 gram gula pasir', '40 gram maizena', '2 sachet skm putih', 'Sejimpit garam', '200 ml air kelapa muda', '600 ml santan (100ml santan instan +air)', '1 buah daging kelapa muda', '3 tetes pasta es doger (jika tidak ada pakai pewarna pink muda)', '2 tetes pasta vanilla', '1 sachet agar plain', '5 sdm gula', '1 sachet skm putih', '100 ml air kelapa muda', '400 ml air santan (1 sachet santan+ air)', '2 putih telur (kocok hingga kaku)', '2 tetes pasta vanila', 'Secukupnya meses warna merah atau bisa juga sukade (sesuaikan selera)']"
resep-24977965,minuman es,Es Buah Merah Putih,"['1/4 buah semangka merah', '1 buah apel merah', 'secukupnya susu evaporasi', 'secukupnya gula pasir', 'sedikit air mineral dingin', 'secukupnya es batu', 'secubit garam (optional)']"
resep-24824241,minuman kopi,Bandrek Kopi Susu,"['500 ml air', '50 gr jahe', '40 gr gula aren', '3 batang sereh', '3 butir kapulaga', '2 bunga lawang', '3 cm kayu manis', '1/2 cengkeh', 'sejumput garam', '4 gr (2 sachet) kopi tanpa ampas', '100 ml air panas', '100 ml (2 sachet) kental manis']"
resep-16985221,minuman kopi,Salted Condensed Milk Coffee,"['30 ml espresso', '120 ml susu cair dingin', '15 ml condensed milk', 'Sejumput garam', '100 gr es batu']"
resep-24952745,minuman kopi,Hot Thai Milk Coffee,"['3 sdm Teh Daun', '500 ml Air Bersih', '2 scht Nescafe', '100 ml Air Panas', '75 ml SKM Putih', '200 ml Susu Evaporasi']"
resep-24956539,minuman kopi,Kopi Susu Ettawa,"['500 ml Susu Kambing Ettawa', '1 sachet Top Coffee Mokachinno', '3 jari Jahe Merah', '1 ruas Jari Kayu Manis', '1 sdm Madu Murni *']"
resep-24938341,minuman kopi,Wedang Jahe Kopi Susu,"['2 ruas jahe, kupas dan iris tipis', '2 sdm gula pasir ROSE BRAND', '400 ml air', '2 sdm kopi bubuk', '2 sdm kental manis']"
resep-24984573,minuman tradisional,Wedang Bajigur,"['600 ml air', '100 gram parutan kelapa', '2 ruas jahe bakar geprek', '1 batang kayu manis', '2 butir kapulaga', '2 keping gula merah', '1 lembar daun pandan', '1 sachet kopi instan Nescafe', 'Sejumput garam']"
resep-24984187,minuman tradisional,Bandrek Aceh,"['100 gr jahe', '3 batang serai, memarkan', '5 buah kapulaga', '7 bh cengkeh', '3 bunga lawang', '7 cm kayu manis', '3 lembar daun pandan, simpulkan', '1/4 sdt merica bubuk (saya merica butir)', '1 kantong teh celup', '1 liter air', '6 sdm gula pasir (saya gula aren)', 'Kacang bawang (saya tidak pakai)']"
resep-24983615,minuman tradisional,Wedang uwuh,"['Sejumput kayu secang', '6 buah cengkeh', '1 ruas kayu manis', '1 batang serai', '1 ruas jahe', '2 butir pala', '2 lbr daun pala', '1 lbr pandan ikat simpul', '1 keping gula merah (optional bisa gula batu, gula pasir, atau tdk sama sekali)']"
resep-24983016,minuman tradisional,Jamu Beras Kencur,"['50 gr beras putih', '100 gr kencur', '50 gr gula merah', '3 cm kayu manis', '2 ruas jahe', '1 lbr daun pandan', 'Sejumput garam', '500 ml air minum']"
resep-24982907,minuman tradisional,Wedang Jahe Kayu Manis,"['150 gr jahe', '2 batang kayu manis, panjang 3-5 cm', '1 ruas jari kunyit', '2 batang serai', '1 L air', '1 buah jeruk nipis', 'Secukupnya madu']"
resep-24984661,masakan barat,Simple Garlic Bread,"['3-4 pcs Roti Tawar', '2 sdm Mentega / Margarin', '4-5 pcs Bawang Putih', 'Note : Kalau punya bisa diberi cacahan peterseli / Seledri']"
resep-24979188,masakan barat,Waffle Ori,"['100 gr Terigu', '50 ml Susu UHT', '1 butir Telur', '1 sdm Gula pasir rose brand', 'Secukupnya Margarin rose brand untuk mengoles']"
resep-24977753,masakan barat,Rouge et Blanc Mousse Pudding,"['400 mL Susu UHT (re: UJ)', '100 mL Whipping Cream (Gold Label)', '80 gram Gula Pasir', '1 pcs Vanilla Beans', '7 gram Gelatin', '35 mL Air Dingin', '100 gram Strawberry', '100 mL Whipping Cream', '30 gram Gula Pasir', '3 gram Gelatin', '1 sdm Air Dingin', '1 sdm Selai Strawberry', 'Secukupnya Vanilla Sponge Cake']"
resep-24978702,masakan barat,Panna Cotta Strawberry,"['250 ml Heavy cream (whipped cream cair)', '250 ml Susu UHT, me : greendfield', '50 g Gula pasir', '1/4 sdt garam', '2 tetes vanilla essence', '15 g Gelatin bubuk', '50 ml Air hangat', '250 g Strawberry segar', '40 g Gula pasir (untuk compote)', '3 sdm air', '1 sdt Air perasan jeruk nipis', 'secukupnya (untuk hiasan, opsional) Irisan jeruk nipis dan daun mint']"
resep-24977694,masakan barat,Pizza Supreme,"['200 g Tepung terigu', '120 ml Air hangat', '1 sdm Ragi instan', '2 sdm Gula pasir', '1/2 sdt Garam', '5 sdm Minyak zaitun / minyak goreng', '3 sdm saus bolognese', '2 Sdm Saus tomat', 'Secukupnya saus sambal', '1/2 blok Keju mozzarella', 'Secukupnya Daging asap', '1 buah Paprika merah', '1/2 bonggol Bawang bombay', '3 pcs Jamur', 'Secukupnya mayonaise']"
resep-24983523,masakan jepang,Ebi furai,"['500 gram udang', 'Secukupnya minyak untuk menggoreng', '1 sdt air jeruk lemon', '1/2 sdt garam', '1/4 sdt merica', '50 gr terigu serbaguna', '25 gr maizena', '1 butir telur', '1/2 sdt kaldu bubuk', '1 sdt bawang putih bubuk', '100 ml air', 'Secukupnya Breadcrumb']"
resep-24982188,masakan jepang,Tumis Pokcoy Saus Teriyaki,"['3 buah pokcoy segar', '3 siung bawang putih', '2 sdm saus teriyaki', '2 sdm kecap manis', 'Secukupnya air', '1/4 sdt garam', 'Secukupnya penyedap rasa', 'Secukupnya Lada bubuk']"
resep-24981999,masakan jepang,Pancake dorayaki,"['150 gr gula pasir', '4 butir telur', '280 gr tepung terigu', '2 sdm madu', '200 ml susu uht putih', '8 gr fermipan', '1 /s sdt soda kue', '2 sachet vanili', '60 ml Minyak goreng']"
resep-24980829,masakan jepang,Kare Jepang Golden Curry,"['2 pcs Dada Ayam (bisa diganti Daging Sapi kalau suka)', '2 pcs Wortel', '2 pcs Kentang', '1 pc Bawang Bombay Besar', '1.5-2 Liter Air Putih', 'Secukupnya Bumbu Golden Curry Jepang (saya pakai yang HOT)', 'Secukupnya Penyedap Rasa (Totole)', 'Secukupnya Margarin / Mentega']"
resep-24953287,masakan jepang,Ebi furai ala martin praja masterchef,"['10 ekor udang windu uk besar', '1 sdt bubuk bawang putih', '1/2 sdt merica bubuk', '1 sdt garam', '100 gr tp trigu', '150 gr tp panir putih', '1 butir telur kocok ampe berbuih', '1 sdt kaldu ayam', '1/2 sdt merica', 'Minyak goreng buat goreng']"
resep-24972316,masakan korea,Tteokbokki Tteoppokki Teobbokki Topokki Ala Aku,"['secukupnya Kue beras', 'secukupnya Margarin (bisa pakai minyak goreng)', '2 sdm Saus cabai', '3 sdm Saus tomat', '5 sdm Saus bolognese', 'secukupnya Air bersih', '3 sdm Minyak goreng untuk merebus kue beras', '1/2 kg Tepung ketan (jika punya ortu yang gak punya gigi/susah menggigit makanan kenyal. Silahkan ditambah dengan tepung beras/terigu agar lebih mudah untuk dimakan)', 'secukupnya Garam', 'secukupnya Minyak goreng', 'secukupnya Air bersih', '1/2 buah Bawang bombay dicacah', '3 siung Bawang putih dicacah', 'secukupnya Sosis goreng', 'secukupnya Telur puyuh rebus', 'secukupnya Garam', '1 sdt Gula', 'secukupnya Kaldu jamur (bisa pakai penyedap lainnya)', 'secukupnya Wijen sangrai', 'secukupnya Daun bawang iris serong']"
resep-24967741,masakan korea,Kimchi Simpel Tanpa Rasa Getir,"['1 siung bawang putih', '1/2 siung bombay', '1/2 ruas jahe', '2 sdm tepung beras', '250 ml air', '3 sdm gula pasir', '1/2 sdt bubuk cabe', '5 sdt garam', '1 buah sawi putih ukuran sedang', '2 buah wortel potong korek api', '3 helai bawang daun potong panjang']"
resep-24955532,masakan korea,Kimbap Nasi Merah,"['1 buah wortel iris memanjang', '1 buah timun iris memanjang', '2 buah sosis iris memanjang (sy ga pakai)', 'secukupnya Nori', 'Tikar penggulung kimbap/ Sushi (kalo ga ada bisa pakai kertas nasi)', 'Minyak wijen', 'Kecap asin', 'Sejumput Asatu ROSE BRAND, opsional (ini tambahan saya)', 'Telur dadar iris memanjang (sy tidak di iris)', 'Secukupnya Minyak Goreng Rose Brand', 'Bon cabai, optional (sy ga pakai)']"
resep-24944762,masakan korea,Bibimbap ekonomis saus gochujang,"['1 butir Telur ayam', '1 buah wortel', '50 gr Tauge panjang', '1 ikat bayam', '1 buah zuchini (saya pakai timun, buang biji)', '5 buah tahu putih (bisa pakai ayam/daging cincang/ beef slice)', 'Minyak wijen', 'Secukupnya Wijen sangrai', 'Garam', 'Gula', 'Kaldu jamur', 'Lada bubuk', '1 porsi nasi putih', '4 sdm saus gochujang', '2 sdm air', '1 sdm minyak wijen', '1/2 sdt kecap asin', '1 1/2 sdt gula pasir', '2 butir bawang putih, parut', 'Secukupnya Wijen sangrai', '1/2 sdt Cuka beras (ops, karena saya tidak punya jadi saya skip)', 'Nori']"
resep-24944675,masakan korea,Bibimbap,"['1 ikat bayam', '1 buah wortel', '1 bonggol jagung', '200 gr kecambah besar (kecambah kedelai)', 'Secukupnya wijen sangrai', 'Secukupnya minyak untuk menumis', 'Secukupnya nasi putih', '1 buah bawang bombay besar', '5 siung bawang putih', '3 sdt Gochujang', '3 sdt minyak wijen', '2 sdt Gochugaru (bubuk cabai)']"
resep-23971145,masakan tiongkok,Masakan China Mapo Doufu dengan potongan ati ayam mengunakan bahan Indonesia,"['2 Tahu ukuran sedang dipotong dadu', '2 ati ayam dipotong kecil-kecil', '2 siung bawang putih', '2 cm jahe dipotong cincang', '2 sdm saus sambel', '1 Sdm kecap inggris', '1 Sdm saus tiram', '1 sdt merica bubuk', '1 Sdm bubuk cabai', '2 batang daun bawang dipotong cincang', '150 ml air', '1/2 sdm Royco/masako', 'secukupnya Garam', '2 sdm minyak goreng']"
resep-23919435,masakan tiongkok,Sop Tahu Sawi ala masakan cina,"['1/2 bonggol sawi putih', '1 batang daun bawang', '2 buah tahu putih', '3 butir telur', '1 ruas jahe', '1 sendok minyak wijin', 'Sejumput ebi kering (krese)', 'Secukupnya garam', 'Secukupnya kaldu jamur', 'secukupnya Air']"
resep-17219270,masakan tiongkok,Cumi cumi tumis cabe hijau masakan hongkong,"['2 ekor cumi-cumi (ukuran besar)', '3 buah cabe hijau', '1 siung bawang merah', '1 siung bawang putih', '3 lembar irisan jahe', 'sedikit gula', 'sesuai selera penyedap rasa', 'sesuai selera merica bubuk', 'secukupnya saos tiram']"
resep-17144127,masakan tiongkok,Nasi Tim Daging sapi mpasi diet masakan sehat bekalanak,"['1/4 daging sapi giling', '2 bh jamur champignon/kancing (atau wortel parut jika tidak ada jamur atau jamur kuping)', '1/2 bawang bombai cincang /iris kecil-kecil', 'Daun bawang iris sedang', '2 bh bawang putih cincang', '1 lbr daun salam', '1 ruas jahe geprek', '1/2 sdt Minyak wijen', 'Kecap asin', 'Kecap manis', 'Saus tiram', 'Lada bubuk', 'Penyedap rasa (optional)', 'dikit Larutan maezena', 'Un salted butter/margarin/minyak buat menumis', '2 bh telur rebus']"
resep-16582380,masakan tiongkok,MAN NGAU CIN MASAKAN HONGKONG,"['1 buah ngau cin (sengkel sapi)', '2 ruas jahe geprek', '3 butir bawang putih geprek', '2 sdm kecap asin', '4 sdm kecap hitam', '4 butir gula batu', '1 liter air', '1 sdt gula pasir']"
resep-17250763,masakan thailand,Masakan Tom Yum Goong,"['8 siung bawang merah', '6 siung bawang putih', '8 buah cabai kriting', 'secukupnya Terasi', '2 btng serai', '1 ruas Lengkuas iris', 'secukupnya Minyak', 'secukupnya Air', '2 btg serai geprek', 'secukupnya Lengkuas, iris', 'secukupnya Daun jeruk', 'secukupnya Daun ketumbar', '1/4 gr udang basah', 'secukupnya Jamur', 'secukupnya Tahu', 'secukupnya Tomat', 'secukupnya Mie basah', 'secukupnya Wortel', 'secukupnya Sawi putih', 'Sesuai selera kalian aja isiannya mau apa yaa.']"
resep-13795398,masakan thailand,Pad Gaprao masakan Thai ala Tiger Kitchen,"['250 gr daging ayam giling', 'segenggam daun kemangi', '3-4 cabe kriting merah', '1/3 bawang bombay', '1 sdm saus tiram', '1 sdm kecap ikan', '1 sdm dark soy sauce', '1 sdm kecap asin/ soy sauce', 'secukupnya kaldu blok, gula pasir']"
resep-9491662,masakan thailand,Ayam Cincang Masakan Thailand,"['400 gr ayam cincang/ fillet ayam dicincang', '1 bawang bombay, iris kecil&quot;', '3 siung bawang putih, geprek lalu dicincang', '9 rawit merah. Klo gak suka pedas bisa pakai cabe merah secukup', 'Garam', '1 sdt lada hitam', '2 sdm/lebih kecap manis', '4 sdm kecap asin', '2 ikat daun kemangi', '2 sdm margarin/ minyak wijen']"
