id,category,title,ingredients
resep-24259173,cheesecake,Burnt Basque Strawberry Cheesecake,"['2 bungkus Prochiz spread', '2 butir telur ayam', '3 sdm tepung tapioka', '5 sdm gula pasir, haluskan', '80 ml yoghurt Cimory squeeze original', 'Sejumput vanilla powder (me: L&#39;arome)', '200 gr strawberry segar', '2 sdm gula pasir / sesuai selera']"
resep-24984553,gorengan,Lumpia ayam ala bocil,"['1 buah paha ayam ukuran besar', '1 butir telur bebek', '1 siung bawang putih ukuran besar (cincang)', '1 SDM tepung tapioka', '1 genggam macaroni (rendam air panas hingga empuk)', '1 sdt garam', '1/4 sdt kaldu jamur', '1/4 sdt gula', '1/4 sdt merica bubuk', 'Sedikit saos tiram', '1/2 buah wortel paru', 'Sedikit daun bawang (iris)', 'Sedikit jamur kuping (cincang)', '15 lembar kulit lumpia', '15 lembar daun pisang kotak kotak']"
resep-24983847,gorengan,Pisang coklat kulit lumpia pisang aroma mudah,"['1 bungkus kulit lumpia', '1 buah pisang matang (bisa pisang nangka/tanduk)', 'Secukupnya coklat tabur atau ceres', 'Secukupnya Minyak untuk menggoreng', '1 sdt tepung beri air sedikit (utk perekat kulit)']"
resep-24983741,gorengan,Gorengan Apel Rendah gluten vegan tanpa telur,"['1 buah Apel (potong dadu)', '6 sdm Tepung beras', '3 sdm Tepung tapioka', '1/2 sdt Vanilla bubuk', '1/4 sdt Baking powder', '200 ml Air matang', '300 ml Minyak untuk menggoreng']"
resep-24982957,gorengan,Pisang Goreng Wijen Kayumanis,"['1 Bks tepung pisang goreng instan,', '3 bh pisang barangan,', '1 sdt kayumanis bubuk,', '1 sdm wijen hitam dan putih', 'Secukupnya air']"
resep-24972882,gorengan,Menu ultah simpel bakwan mie goreng sambal kacang es gula bali,"['1 bks mie telur', '1 buah wortel', '2 bonggol sawi hijau', '4 buah bakso sapi', '3 siung bawang putih iris tipis', '2 siung bawang merah iris tipis', '3 sdm kecap manis', '1 sdt kaldu bubuk ayam', '1 sdt garam halus', '1/2 sdt lada bubuk', '100 ml air', '3 sdm minyak untuk menumis', '4 sdm kacang tanah', '2 buah cabai rawit merah', '1 buah cabai merah keriting', '1 siung bawang putih', '150 ml air matang', '1/2 sdt garam halus', '1 sdm gula merah', '1 sdm gula pasir', '1/2 sdm cuka', '250 gram tepung terigu protein sedang', '2 sdm tepung tapioka', '2 sdm tepung maizena', '2 sdm margarin', '1 sdt kaldu bubuk ayam', '1/2 sdt garam halus', '1/4 sdt lada bubuk', '1/2 sdt kunyit bubuk', '1 sdt bawang putih bubuk', 'Secukupnya air', '2 buah wortel', '4 lembar kol', '2 batang daun bawang', 'Secukupnya simpel sirup', 'Secukupnya pewarna merah', 'Secukupnya jeruk nipis', 'Secukupnya es batu']"
resep-24983111,donat,Donat Viral No Mixer No uleni Hasilnya empuk mengembang gemoy,"['300 g tepung terigu protein sedang', '200 ml UHT', '120 g kentang kukus dihaluskan', '1 butir telur', '50 g gula pasir', '50 g margarin', '1/2 sdt ragi instan']"
resep-24967353,donat,Donat kampung tanpa telur,"['250 gr tepung terigu cakra', '3 sdm gula pasir', '1 sdm ragi', '1 sdm susu bubuk', '1 sdm margarine', 'sedikit Garam', 'Air dingin dikira kira']"
resep-24977386,donat,Donat Kentang Merdeka,"['400 gr Tepung protein tinggi (me: cakra kembar)', '100 gr Tepung protein sedang (me: segitiga biru)', '50 gr Susu bubuk', '100 gr Gula pasir', '10 gr Ragi instan', '200 gr Kentang kukus yang sudah dihaluskan', '100 ml Susu full cream dingin (bisa juga diganti dengan air dingin)', '75 gr Mentega', '1/2 sdt Garam', '4 tetes Pewarna merah', 'Secukupnya Minyak goreng, untuk menggoreng donat', 'Secukupnya DCC Putih', 'Secukupnya Keju']"
resep-24981817,donat,Donat Pisang Wijen,"['250 g pisang (saya pakai pisang Saba Bandung frozen, 275 g)', '50 g gula pasir', '1/2 sdt vanila bubuk', '1/4 sdt garam halus', '100 g tepung ketan putih (saya: 190 g)', '5-10 tetes pewarna makanan kuning/oranye (optional)', 'Secukupnya wijen']"
resep-24982685,donat,Donat,"['250 gr terigu', '90 ml air', '1 sdt ragi', '2 sdm gula pasir', '1/2 sdt garam', '2 SDM mentega']"
resep-24953889,siomay,Siomay,"['200 gram ayam fillet, bagian paha, haluskan', '100 gram udang, haluskan', '200 gram ikan tenggiri, haluskan', '1 buah labu siam, ukuran kecil. Parut halus, peras saring', '4 siung bawang putih, haluskan', '3 batang daun bawang. Iris halus, tumis dengan sedikit minyak', '1 butir telur', '1/2 sdt merica', '2 sdm gula pasir', '2 sdt garam', '1 sdm kecap asin', '3 sdm minyak goreng', '170 ml air es', '220 gram tepung tapioka', '40 gram terigu protein sedang', '100 gram kacang tanah goreng', '5 siung bawang putih, iris-iris', '7 siung bawang merah, iris-iris', '3 butir kemiri, geprek', '5 biji cabe merah, potong-potong', '80 gram gula merah', '2 lembar daun jeruk', '500 ml air', '3 sdm saos sambal', '1 sdm tepung beras, larutkan dengan sedikit air', '1 sdt garam', '80 ml minyak']"
resep-24977202,siomay,Kulit Siomay Dimsum,"['250 g Tepung terigu protein sedang', '1 SDM tepung tapioka', '1/2 SDT garam', '1 SDM Minyak goreng', '150-180 ml Air panas baru mendidih', 'Secukupnya tepung maizena untuk taburan']"
resep-24977793,siomay,Siomay Ayam Bandung Bumbu Kacang,"['500 gr ayam paha fillet', '90 gr labu siam (berat setelah diperas) - aku skip', '30 gr putih telur (setara 1 pcs putih telur)', '170 ml es batu / air es', '5 siung bawang putih', '3 batang daun bawang, iris tipis', '2 sdm kecap ikan', '2 sdm gula pasir', '2 sdt garam', '2 sdt penyedap / kaldu ayam bubuk', '1/2 sdt lada', '220 gr tepung tapioka', '40 gr tepung protein sedang', 'Secukupnya kulit dimsum / pangsit / siomay', '100 gr kacang tanah, goreng', 'Secukupnya minyak goreng, untuk menggoreng', '7 siung bawang merah', '5 siung bawang putih', '10 pcs cabe merah keriting', '3 pcs kemiri', '2 pcs cabe rawit merah', '80 ml minyak', '80 gr gula merah', '3 sdm air asam jawa', '1 sdm kecap manis', '1 sdt garam', '3 lembar daun jeruk', '3 sdm saus sambal', '550 ml air', '1 sdm tepung beras']"
resep-24940916,siomay,Siomay Ayam Tahu Bayam Brazil,"['200 gr Fillet Ayam', '2 bh Tahu Putih', '1 sdm Bawang Goreng', '3 Siung Bawang Putih', '1 genggam Bayam Brazil', '1 btr Telur Ayam', '1 sdm Tepung Maizena', '2 sdm Tepung Tapioka', '2 sdm Saos Tiram', '1 sdm Kecap Inggris', '1 sdt Lada bubuk', 'secukupnya Gula, Garam, Kaldu Jamur', 'secukupnya Kulit Dinsum']"
resep-24951590,siomay,Siomay,"['5 btr telur', '1/2 kg kentang', '1 bh kol utuh', '14 bh tahu', '200 gr terigu', '1 sachet Royco Ayam', '1 sdt garam', '5 siung bawang putih, dihaluskan', '1,5 gelas belimbing air', '200 gr tapioka', '1/4 kg kacang tanah', '1 sdt garam', '5 siung bawang putih', '50 gr gula merah', '600-800 ml air rebusan aci']"
resep-24972387,risoles,Risoles Sat Set isi Sayuran,"['15 sendok makan Tepung Terigu', '2 sendok makan Tepung Tapioka', '1 sachet Susu Dancow fullcream', '1 butir Telur Ayam', '1/4 sendok teh Garam', '2 sendok makan Minyak Goreng', '2 gelas Air / Secukup nya', '2 buah Kentang', '2 Buah Wortel', '200 ml Susu UHT full cream', '1 buah Telur Ayam', '3 buah Bawang Putih', '2 buah Bawang Merah', '1 sendok makan Tepung terigu/maizena untuk pengental/penyatu isian', '2 sendok makan tepung terigu untuk mencelupkan risoles yg sudah di gulung', '1/2 kg tepung roti/panir', '1 sendok teh kaldu ayam', '1/2 sendok teh lada bubuk']"
resep-24953802,risoles,Risol mpasi tanpa isi,"['1 gelas Santan', '1 bh Telur', 'Terigu 3 sdm atau tepung mocaf', '1 sdm Tepung ketan atau tapioka', 'secukupnya Garam']"
resep-24947253,risoles,Risol Bihun Mini Risol hap,"['1 lempeng bihun (rendam air panas)', '1 bks kulit lumpia (aku pakai merk finna)', '1 bh wortel (parut/potong sesuai selera)', '3 bh telur rebus (potong memanjang dan tipis)', '1 btg daun bawang (potong tipis)', '50 cabai rawit kecil (boleh skip)', '5 siung bawang merah', '3 siung bawang putih', '3 buah udang kering/ebi', '1/4 sdt lada bubuk', 'secukupnya garam dan kaldu bubuk']"
resep-24943525,risoles,Risol Ayam Suwir Sambal Matah,"['10 sdm tepung terigu', '1 sdm tepung maizena', '1 butir telur', '3 sdm minyak goreng', '200 ml susu cair', '1/2 sdt garam', '250 g dada ayam suwir', '1 buah kentang potong kotak-kotak kecil', '1 pcs sosis potong kotak-kotak kecil', '20 siung bawang merah', '10 siung bawang putih', '20 cabe rawit', '3 batang serai', '5 lembar daun jeruk', '1 sdt terasi', 'Secukupnya jeruk nipis', 'Secukupnya garam, gula dan penyedap rasa', 'Secukupnya larutan tepung terigu', 'Secukupnya tepung roti']"
resep-24942644,risoles,Risoles mochi coklat pisang,"['200 g BOLA deli Tepung ketan', '120 g BOLA Deli Gula Halus', '1 sdt garam', '1 sdt essens banana', '1 sdm butter', '450 ml susu uht', '80 g BOLA Deli Tapioka', '250 g BOLA Salju Tepung Terigu', '20 g coklat bubuk', '60 ml minyak goreng', '2 btr telur', '1/2 sdm garam', '1 bks vanilla sachet', '600 ml susu cair', 'Secukupnya Tepung panir putih', 'Secukupnya Coklat bubuk', 'Secukupnya Meises coklat', 'Secukupnya Pisang raja', 'Secukupnya 3 btr telur']"
resep-24982148,pukis,Pukis Kayu Manis Sourdough,"['140 gr sourdough starter (lihat resep)', '225 gr tepung terigu pro tinggi', '10 gr susu bubuk', '5 gr kayu manis bubuk', '125 gr gula pasir', '200 ml air / susu cair / santan', '3 butir telur', '40-50 gr gula pasir (sesuaikan selera manis)', '1/2 sdt garam', '30 gr margarin, lelehkan']"
resep-24969135,pukis,Kue Pukis Original,"['2 butir Telur', '170 g Gula pasir', '250 g Tepung terigu', 'Sejumput Garam', '1 sdt Ragi instan', '1 sachet SKM', '370 ml Santan', '100 g Margarin cair', '20 g Meses cokelat', '20 g Keju parut']"
resep-24949392,pukis,Pukis menul anti gagal,"['4 butir telur', '1 kg tepung terigu cakra', '600 gram gula pasir', '4 sachet SKM (opsional)', '1 sachet ragi instan /fermipan', '400 gram margarin', '1 sdt baking powder', '1.340 ml santan hangat /bisa di ganti air hangat', 'Secukupnya pewarna makanan sesuai selera']"
resep-24948758,pukis,Pukis susu,"['6 butir telor', '800 ml susu uht putih,1 kg terigu', '600 gr gula pasir', '150 gr susu bubuk', '3 sendok makan vanilli pasta', '1 sachet fernipan,1 sendok teh garam', '1 sendok makan baking powder', '400 gr butter (200 gr blueband+ 200gr roombutter)', 'Secukupnya potongan nangka untuk topping', 'Secukupnya blueband untuk oles cetakan']"
resep-24947214,pukis,Pukis toping keju kismis nangka choco chips,"['1/2 sdt Garam', '150 gr gula', '3 telur', '1/2 cepuk vanili', '250 gr terigu', '50 gr margarin di lelegkan', '300 ml susu', '1 sdt fermipan', '25 gr tepung', '1 sdt gula', '50 ml air hangat', 'secukupnya Keju parut', 'secukupnya Kismis', 'secukupnya Meses']"
resep-24978632,cilok,Bumbu saus Kacang Bisa untuk cilok Pecel dll,"['100 gr kacang tanah', 'Secukupnya minyak ROSE BRAND untuk menggoreng kacang dan bawang', '3 bh cabe merah (aku skip. biar anak-anak juga bisa pake saus kacang)', '4 bh bawang merah', '4 bh bawang putih', '2 lembar daun jeruk', 'Secukupnya gula merah', 'Secukupnya garam, kaldu bubuk jamur', 'Secukupnya air (sebanyak yang dibutuhkan)', 'Secukupnya gula ROSE BRAND', 'Secukupnya kecap manis', 'secukupnya tepung maizena ROSE BRAND + air (untuk pengental)', 'Resep cilok', 'Resep pecel sayur']"
resep-24968278,cilok,Cilok kenyal seharian takaran sendok,"['14 sdm tepung terigu', '14 sdm tepung kanji(tapioka)', '2 batang daun bawang', 'secukupnya garam', '1 bubgkus penyedap rasa/ masako', '3 siung bawang putih halus']"
resep-24923891,cilok,Cilok Aci Bumbu Kacang,"['5 sdm tepung terigu', '5 sdm tepung kanji', '2 siung bawang putih', '1/2 sdm penyedap', '1 sdt garam', '100 ml Air']"
resep-24969912,cilok,Cilok Ayam Tetap Empuk Walaupun Udah Dingin,"['150 gr tepung terigu', '300 ml air', '2 bawang putih haluskan (aku pake 1 sdt bawang putih bubuk)', 'secukupnya garam', '1/4 sdt lada bubuk', '1/2 sdt ketumbar bubuk', 'Secukupnya kaldu bubuk', 'Seujung sdt Gula ROSE BRAND', '180 tepung tapioka Cap Pak Tani', 'secukupnya daun bawang (aku skip karna anak-anak nggak suka)']"
resep-24977928,cilok,Cilok kuah goang,"['200 gram tepung terigu', '200 gram tepung tapioka/sagu', '270 ml air panas mendidih', '1 sdt garam', '1 sdt kaldu ayam', '1/2 sdt lada bubuk', '2 batang bawang daun', '1 lt air', '4 siung bawang putih', '5 bh cabe merah keriting', '10 bh rawit merah', 'Seruas kencur', '5 lembar Daun jeruk', '2 batang Daun bawang', '1 sdt saos tiram', '2 sdm saos sambal', 'Secukupnya Garam, kaldu ayam, sasa, sedikit gula pasir']"
resep-24981482,sop,Sop Iga Berempah,"['3 butir Kapulaga', '3 butir cengkeh', '1/4 butir Pala, memarkan', '1 batang Kayumanis', '1 Jempol Jahe, geprek', '2 lembar Daun Salam', '1 btg Daun Bawang', '1 btg Daun seledri', '1 sdm Minyak goreng', '4 siung, iris Bawang merah', '5 siung, memarkan Bawang putih', '1/2 Butir Bawang Bombay, potong 6 bagian', '500 gr Iga', '1-11/2 sdm Garam, sesuai selera', '1 sdt Lada bubuk', '1/2 sdt Gula pasir', '1 buah, potong 4 bagian Tomat', '2 buah, potong besar Wortel', '2 buah, potong besar Kentang', '2 sdm Bawang Goreng', '1500 ml Air']"
resep-24060627,sop,Sop Iga Kayumanis,"['250 gr tulang iga, rebus, ambil kaldunya', '250 gr daging, rebus hingga empuk, sisihkan. Jadikan satu dengan kaldu tulang', '1.5 liter air', '1,5 sdt garam', '1 sdt merica bubuk', '2 buah wortel, iris', '1 buah kentang, potong kotak', '8 batang buncis, iris memanjang', '7 siung bawang merah', '5 siung bawang putih', '2 potong kecil kayu manis', '10 buah cengkeh', '2 potong jahe', '2 buah kapulaga', '1 sdt bawang putih goreng', '1 sdt gula pasir', '1 mangkok sambal kecap', '1 batang daun bawang, iris', '1 buah tomat merah, iris', '2 sdm bawang goreng']"
resep-24983629,sop,Sup Tulang Rempah ala Melayu,"['1 kg tulang sapi', '2 buah wortel potong kotak besar', '1/2 kg kentang potong kotak besar', '1.5 liter air', '3 sdm bawang goreng', '5 tangkai daun bawang diiris', '2 buah tomat potong besar', '1.5 sdt garam (selera)', '1/2 sdt kaldu bubuk', '7 siung bawang putih', '2 ruas jari jahe', '2 biji pala utuh', '7 biji cengkeh', '10 cm kayu manis ukuran kecil', '1/4 sdt lada bubuk', '1 mangkuk kecil irisan dan bawang', '3 sdm bawang goreng', '1 mangkuk sambal kecap']"
resep-24981758,sop,Sop Kambing Creamy,"['1 kg kambing plus tulang', '1 L Air', '2 jempol jahe', '2 jempol lengkuas', '1 sdm garam', '15 butir bawang merah', '20 butir bawang putih', '6 butir kemiri', '1/2 jempol jahe', '1 buah biji pala sangrai', '12 butir cengkeh', '1 batang kayu manis', '2 buah pekak', '3 batang sereh', '12 lembar daun jeruk', '6 lembar daun salam', '1 jempol lengkuas', '2,2 liter air', '1 set Bumbu halus yang sudah ditumis', '3 sdt kaldu sapi bubuk', '1-2 sdt garam', '2 sdt penyedap', '400 ml susu evaporasi (masukin di akhir) jangan ikut di presto', 'Potongan Tomat secukupnya', 'secukupnya Sambel rebus', 'secukupnya Daun bawang - Seledri', 'secukupnya Jeruk limau', 'secukupnya Emping']"
resep-24982137,sop,Sup ayam jagung,"['250 gram ayam fillet', '2 buah telor ayam (saya pakai telor omega)', '1 buah wortel', '4 potong tahu putih', '1 buah jagung pipil', '2 sdm minyak goreng', '1,5 liter air', '2 siung bawang putih', '1 batang daun bawang', '1 sdm minyak wijen', '2 sdm saos tiram', 'secukupnya Garam', 'secukupnya Penyedap', 'secukupnya Lada bubuk']"
resep-24982267,soto,Soto Bandung,"['400 gr daging sapi', '1 liter air', '1 buah lobak (saya labu siam)', '1 batang daun bawang', '1 batang seledri', '3 sdm minyak goreng', 'Secukupnya kedelai goreng (saya skip)', '1 sdt merica', '4 buah bawang merah', '4 buah bawang putih', '3 buah bawang merah (iris tipis)', '3 buah bawang putih (iris tipis)', '3 cm jahe (digeprek)', '2 batang sereh', '1/2 buah pala', '3 lembar daun salam', '2 lembar daun jeruk purut', '3/4 sdt garam', '1/2 sdt penyedap rasa']"
resep-24980457,soto,Soto tangkar,"['1 bungkus kikil', '6 siung bawang merah', '4 siung bawang putih', '2 butir kemiri', '5 buah cabe merah', '1 jempol jahe', '1 ruas kunyit', '1 ruas lengkuas', '1 SDM ketumbar', '1 sdt pala bubuk', '1/2 sdt merica bubuk', '1 batang sereh', '2 lembar daun salam', '3 lebar daun jeruk', '2 cm kayu manis', '2 butir Cengkeh', '1 buah Tomat', '1 batang daun bawang', '125 mili susu uht full cream / santan', '1/2 bungkus royco', '1/2 sdm garam', '1/4 pcs gula merah', '2 sdm kecap manis']"
resep-24730112,soto,Sambal untuk soto,"['11 cabai keriting', '6 cabai rawit oranye', '3 siung bawang putih', '1/4 sdt garam', '2 butir kemiri, sangrai', 'Secukupnya air untuk merebus']"
resep-24959742,soto,Soto Segar Ala Soto Kwali,"['1 kg dada ayam fillet', '5 bh ceker ayam', '1.5 liter air', '2 sdm bumbu putih', '1 sdm ketumbar bubuk', '1 sdt pala bubuk', '2 batang sereh', '3 lembar daun salam', '3 lembar daun jeruk', '2 bh bunga lawang/pekak', '7 bh cengkeh', '3 bh kapulaga', '2 ruas jari laos', '1 ruas jari jahe', 'Secukupnya gula pasir, garam dan kaldu bubuk bila suka', 'Secukupnya nasi putih', 'Secukupnya toge pendek', 'Secukupnya Bawang putih goreng', 'secukupnya Seledri', 'Sambal dan jeruk nipis']"
resep-24978815,soto,Soto Lamongan soto kuah kuning tanpa santan,"['500 gr ayam fillet', '6 siung bawang merah', '5 siung bawang putih', '3 sdm ketumbar bubuk', '1/2 sdm merica bubuk', 'Seruas jahe', 'Seruas lengkuas', '1/2 batang serai', '1 sdm kecap', '2 sdm bawang goreng', 'Secukupnya garam', '1/2 sdm gula pasir', '1 panci air', '1 ruas kunyit']"
resep-24930221,semur,Semur Kikil Sapi,"['1/2 kg kikil sapi', '1/2 buah bawang Bombay,iris kasar', '2 daun salam', '1 buah kapulaga', '3 bunga lawang', '2 butir cengkih', '4 cm kayumanis', '2 cm jahe,keprek', '1 gr garam', '5 SDM kecap manis', '1 SDM saus tiram', '1 sdm gula merah sisir', '5 siung bawang merah', '5 siung bawang putih', '4 butir kemiri', '1 buah buah pala, geprek atau boleh juga pakai bubuk pala']"
resep-24964196,semur,Semur Betawi,"['500 gr paha ayam', '4 butir telur ayam', '250 ml air', '8 siung bawang merah', '3 siung bawang putih', '2 buah kemiri', '1/2 sdt merica', '1 sdm ketumbah', '1 buah kunyit', '1 ruas jari jahe', '2 batang sereh', '2 lembar daun salam', '3 lembar daun jeruk', '1 ruas jari langkuas', '2 batang kayu manis', '3 butir cengkeh']"
resep-24962771,semur,Semur Ayam Praktis,"['500 g Dada ayam', '1 bungkus (30 g) Bumbu praktis marinasi', '300 ml Air', '2 sdm Kecap manis', '1 sdm Minyak goreng', '2 lembar Daun salam', '2 lembar Daun jeruk', '2 cm, memarkan Lengkuas', '1 sdt Garam', '2 sdt Gula', '1 cm, memarkan Jahe', '1 sachet (5 g) Bawang putih bubuk']"
resep-24957856,semur,Semur Tahu Telor,"['5 butir telur ayam', '5 buah tahu putih', '2 lembar daun salam', '2 cm lengkuas, geprek', '2 batang serai, geprek', '2 sdm kecap manis / sesuai selera', '1 sdm saus tiram', '1/2 sdt gula merah, sisir', '1/2 sdt garam / sesuai selera', '1/2 sdt kaldu bubuk', '400 ml air', '3 sdm minyak untuk menumis', '6 siung bawang merah', '3 siung bawang putih', '3 butir kemiri sanggrai', '1/2 sdt merica bubuk', '1/2 sdt ketumbar']"
resep-24960208,semur,Semur babi,"['Marinasi daging dengan kecap manis dan lada biarkan 30 menit', '2 daun salam', 'secukupnya Jahe', 'secukupnya Lengkuas', '1 tomat', '1 buah Tahu (di goreng)', '1 buah kentang potong', '1 biji pala', '3 kemiri', '6 bawang merah', '3 bawang putih']"
resep-24788856,sayur lodeh,Lodeh Koro ungu,"['400 gr koro kulit merah', '500 ml santan', '2 lembar daun salam', 'secukupnya Garam', 'secukupnya Kaldu bubuk', '5 buah bawang merah', '2 siung bawang putih', '7 buah cabe rawit asmoro', '2 jumput lada bubuk', 'Sejumput kunyit bubuk']"
resep-24944349,sayur lodeh,Lodeh Terong Jawa,"['~~ ~~', '1 bh terong ungu', '1 papan kecil tempe', '1 bh kentang', '1 sdm bumbu jadi', '1 sdt ketumbar bubuk', '1 sdm bumbu gulai jadi', 'secukupnya Santan', 'secukupnya garam,gula,totole', 'bumbu iris :', '2 siung bawang putih', '2 siung bawang merah', '2 bh cabe keriting', '2 bh cabe ijo', '4 bh cabe pedas', '1 lbr daun salam dn daun jeruk', '1 tangkai serai geprek']"
resep-24855020,sayur lodeh,Sayur Lodeh Sunda,"['1/2 buah labu siam potong potong', '5 lonjor kacang panjang potong potong', '1/2 papan tempe potong kotak', '1 buah jagung manis potong potong', '1 buah terong ungu potong potong', '1 ikat daun melinjo ambil daun nya', '2 lembar daun salam', '1 jari lengkuas geprek', 'Secukup nya garam, gula, kaldu jamur', '500 ml santan encer', '1000 ml santan kental', 'Bumbu halus:', '8 butir bawang merah', '3 butir bawang putih', '3 butir kemiri(saya skip)', '5 buah cabe rawit merah(sesuai selera pedasnya)', '2 sdm minyak utk menumis']"
resep-24948193,sayur lodeh,Lodeh Santan Labu Kuning Bayam Kacang Panjang dan Jagung,"['250 gr labu kuning', '6 bh kacang panjang', '1 bh jagung', '1 ikat bayam', '12 bh bawang merah', '3 bh bawang putih', '3 bh kemiri', '1 sdt ketumbar', '1 ruas lengkuas', '1 bh santan kara', 'Secukupnya gula putih', 'Secukupnya garamse', 'Secukupnya kaldu jamur ', 'Secukupnya bawang goreng']"
resep-24961384,sayur lodeh,Lodeh Kluwih,"['1 buah kluwih, kupas - potong - cuci bersih', '5 lonjor kacang panjang', '1 batang daun bawang', '1 liter air', '7 siung bawang merah', '4 siung bawang putih', '3 butir kemiri', '4 buah cabai rawit', '3 buah cabai kriting merah', 'Sedikit tempe busuk', 'Secukupnya garam', '1 lembar daun jeruk', '2 lembar daun salam', '1 ruas lengkuas, memarkan', '100 ml santan']"
resep-24783196,opor,Opor Ayam Kering Khas Jawa Tengah,"['1 ekor ayam dipotong 10', '1 1/2 liter air', '1 sachet santan instant segitiga', '10 siung bawang putih', '15 siung bawang merah', '3 cm jahe', '1 sdt ketumbar bubuk', '3 cm lengkuas', '1/4 sdt lada putih bubuk', '1 iris tipis kencur (boleh skip)', '1 batang daun sereh di geprek', '3 lembar daun salam', '3 lembar daun jeruk', '1 sdt garam', '1 sdm gula merah diserut', '1/2 sdt kaldu jamur']"
resep-24973660,opor,Opor Ayam,"['1/2 ekor ayam', '4 butir telur rebus (optional)', '4 buah tahu', '1/2 butir kelapa tua parut untuk santan (santan sachet)', '1 bungkus bawang goreng untuk penyajian', '2 lembar daun salam', '2 batang sereh', '3 lembar daun jeruk', 'Lengkuas', '10 buah bawang merah', '8 buah bawang putih', '5 cm kunir', '1/2 ruas jahe', '1/2 sdt ketumbar', '1/2 sdt merica bubuk', '5 buah kemiri', 'Garam, gula, penyedap rasa, kaldu ayam (sesuaikan rasa)']"
resep-24957337,opor,Opor Ayam Panggang Jepara,"['8 potong sayap ayam (resep asli 1 ekor ayam bisa jg pakai ayam kampung)', '1 sdm ketumbar bubuk', '1 sdt kunyit bubuk', '1/2 sdt garam', '1 buah jeruk lemon (bisa diganti jeruk nipis)', '4 siung bawang putih', '5 siung bawang merah', '2 cm lengkuas', '3 butir kemiri', '1 cm jahe', '1 sdt ketumbar bubuk', '1 batang serai', '2 lembar daun jeruk', '500 ml santan (65 ml santan instan + air) resep asli 750 ml', '1 sdt garam', '1/2 sdt gula pasir', '1 sdt gula merah', '1/2 sdt penyedap']"
resep-24956983,opor,Opor Manuk Khas NTB,"['1 ekor ayam kampung potong dan bersihkan', '1 liter santan kental sedang', '4 sdm minyak untuk menumis', '1 jari lengkuas', '5 cm kayu manis', '2 butir cengkeh', '8 butir bawang merah', '4 siung bawang putih', '8 buah cabe merah besar', '2 sdt ketumbar sangrai', '1/2 sdt jinten sangrai', '4 butir kemiri sangrai', '1 sdt lada hitam bubuk', '1 ruas kencur', '1 ruas jahe', '1 sdt garam', '1 sdm gula merah', '1/2 sdt kaldu bubuk', '5-7 buah cabe rawit utuh (skip)']"
resep-24954611,opor,Opor ayam simple tanpa santan,"['1 kg ayam', '2 bungkus Bumbu opor desaku', '8 siung bawang merah', '3 siung bawang putih', '2 lembar daun salam', '2 batang sereh', '3 lembar daun jeruk', '5 sdm fiber cream', '2 Gelas Air hangat', '3 sdt Garam', '1 sdt Gula pasir']"
resep-24955647,sayur asem,Sayur Asem Jawa Sumatra,"['1/2 kg ikan serai', '5 buah terong bulat hijau', '10 helai kacang panjang', 'Secukupnya Buah kecombrang di geprek sampai bijinya keluar', '1 liter Air', '5 lembar daun salam', '3 lembar daun jeruk', '2 batang serai', '2 ruas lengkuas', '8 siung Bawang merah', '4 siung Bawang putih', '1 ruas kunyit', '1 ruas jahe', '2 sdt merica utuh', '1 buah tomat merah (opsional)', '2 SDM garam kasar', '2 sdt micin', '1 sdt gula pasir', '1 sdt bubuk kaldu ayam']"
resep-16885434,sayur asem,Sayur asem jakarta,"['Kacang panjang', 'Timun', 'Jagung', 'Daun melinjo', 'Daun salam', 'Laos', 'Terasi', 'Garam', 'Gula', 'Bumbu halus :', 'Bawang merah', 'Cabai merah', 'Cabai rawit']"
resep-24964423,sayur asem,Sayur Asem Jakarta,"['1/2 buah, potong-potong Jagung manis', '1 buah, potong dadu Labu siam', '4 batang, potong 4 cm Kacang panjang', '2 iris nangka muda, potong kecil', '10-15 butir Melinjo', '10 lembar Daun melinjo', '6 lbr daun sawi putih, potong&quot;', '4 lbr daun kol, potong &quot;', '1 sdm Kacang tanah', 'Secukupnya toge kacang kedelai', '1 sdm asam jawa dilarutkan dengan 75-100ml air hangat', '1,5-2 liter Air', '1,5 sdm Garam, sesuai selera', '1 sdm, serut Gula merah (sy pake gula pasir)', '1 sdt Kaldu jamur', '5 lbr daun salam', '2 ruas lengkuas geprek', '6 bh bawang merah', '4 bh bawang putih', '4 bh kemiri', '7 bh cabe keriting merah, buang biji', '2 sdt terasi']"
resep-17271676,sayur asem,Sayur Asem Ndeso,"['1 buah wortel', '1/2 kobis', '1 buah labu siam kecil', '1 buah terong ungu kecil', '1 buah jagung manis', '4 btg kacang panjang', '25 gr kacang tanah', 'Secukupnya daun melinjo', '2 btg daun bawang', '1,2 L air', '2 siung bawang putih', '4 siung bawang merah', '25 gr kacang tanah', '2 buah cabe merah besar', '50 ml air', '15 gr lengkuas, geprek', '3 lembar daun salam', '1/2 sdm garam', '40 gr gula merah bubuk', '1 sdm gula pasir', '10 gr asam jawa (sesuai selera)']"
